sample_id,SERPINA5_P05154,TFRC_P02786,POSTN_Q15063-2,C4A_P0C0L4,ALB_P02768,TTR_P02766,F5_P12259,MPO_P05164,PTMA_P06454,MAN2A1_Q16706,MASP1_P48740-2,APOB_P04114,ITIH1_P19827,LRP1_Q07954,AGT_P01019,IGHE_P01854,QSOX1_O00391,COL6A3_P12111,IGLC3_P0DOY3,LCAT_P04180,ALDOA_P04075,A2M_P01023,C7_P10643,KNG1_P01042,APOE_P02649,BPIFB1_Q8TDL5,COL18A1_P39060,ENO1_P06733,C3_P01024,HBA2_P69905,PIGR_P01833,GSR_P00390,SLC4A1_P02730,SERPINC1_P01008,MFAP4_P55083,CA1_P00915,IGLL5_B9A064,TGFBI_Q15582,HRG_P04196,CYCS_P99999,HSP90AA1_P07900,SERPINA3_P01011,C5_P01031,EFEMP1_Q12805,TF_P02787,CAT_P04040,ITIH4_Q14624,TTN_Q8WZ42-12,C8G_P07360,LCP1_P13796,ITIH2_P19823,IGHV3-43D_P01782,IGHV3-30_P01768,IGHV3-7_P01780,IGHV3-64D_A0A0J9YX35,CP_P00450,F12_P00748,SELL_P14151,CDH1_P12830,APOA1_P02647,C4A_A0A140TA44,C9_P02748,AFM_P43652,APOA4_P06727,MMP9_P14780,SPTB_P11277,FLNC_Q14315,AMBP_P02760,APOM_O95445,CD14_P08571,COMP_P49747,MMP2_P08253,PLG_P00747,PEPD_P12955,VWF_P04275,IGFALS_P35858,HSPA1A_P0DMV8,DBH_P09172,KNG1_P01042-3,GAPDH_P04406,GSN_P06396,PLTP_P55058,CFH_P08603,AZGP1_P25311,ACTB_P60709,FCN3_O75636,CPN2_P22792,NAGLU_P54802,SOD3_P08294,PDS5B_Q9NTI5,PGLYRP2_Q96PD5,H2AC12_P04908,APOA2_P02652,ENPP2_Q13822,THBS1_P07996,FCGBP_Q9Y6R7,MASP2_O00187,FAH_P16930,AMY1A_P0DTE7,PCSK9_Q8NBP7,PROS1_P07225,PGK1_P00558,FGB_P02675,C8A_P07357,PCK2_Q16822,GSS_P48637,LILRA3_Q8N6C8,FETUB_Q9UGM5,COLEC11_Q9BWP8,PRG4_Q92954,CFB_P00751,CNDP1_Q96KN2,CPQ_Q9Y646,BCHE_P06276,VCL_P18206,FGG_P02679,FBLN1_P23142,PON1_P27169,GC_P02774,SHBG_P04278,CST3_P01034,ACTN4_O43707,H6PD_O95479,ITIH3_Q06033,APOL1_O14791,GPLD1_P80108,GPT_P24298,MB_P02144,DDX55_Q8NHQ9,IGHV2-26_A0A0B4J1V2,IGHV2-70_P01814,IGHV2-70D_A0A0C4DH43,ALCAM_Q13740,FTL_P02792,MRC1_P22897,LRG1_P02750,C2_P06681,OAF_Q86UD1,C4BPB_P20851,PZP_P20742,GANAB_Q14697-2,ABAT_P80404,MEGF8_Q7Z7M0,HSPD1_P10809,ICOSLG_O75144,PIK3CD_O00329,ALDOB_P05062,C6_P13671,S100A8_P05109,IGHG1_P01857,MBL2_P11226,F11_P03951,ETFBKMT_Q8IXQ9,NCAM1_P13591,HSH2D_Q96JZ2,FGA_P02671,CSF1R_P07333,MSN_P26038,SERPINA4_P29622,ATRN_O75882,SERPINF1_P36955,HSPG2_P98160,H2BC10_P58876,CFHR5_Q9BXR6,CETP_P11597,PAM_P19021,IGHV3-72_A0A0B4J1Y9,F2_P00734,PROZ_P22891,IGHD_P01880,C1RL_Q9NZP8,IGKV1D-8_A0A087WSZ0,PSMB2_P49721,CRP_P02741,PYGM_P11217,GOT1_P17174,NBR1_Q14596-2,TNC_P24821,A1BG_P04217-2,ECM1_Q16610,PTGDS_P41222,ANPEP_P15144,CFI_P05156,AHSG_P02765,GSN_A0A0A0MT01,PI16_Q6UXB8,SERPINA7_P05543,HSPA8_P11142,IGHV5-51_A0A0C4DH38,APOC3_P02656,IGHV1-69_P01742,IGHV1-8_P0DP01,IGHV1-18_A0A0C4DH31,LGALS3BP_Q08380,PLA2G7_Q13093,LTA4H_P09960,_A0A0G2JRQ6,IGKV1-16_P04430,IGKV1-27_A0A075B6S5,IGKV1-13_A0A0B4J2D9,IGKV1D-16_P01601,IGKV1-8_A0A0C4DH67,IGKV6-21_A0A0C4DH24,IGKV1-5_P01602,IGKV1-39_P01597,IGKV3D-15_A0A087WSY6,IGKV3-20_P01619,IGKV3-11_P04433,CLU_P10909-6,ICAM1_P05362,LBP_P18428,PRDX2_P32119,IDH1_O75874,APOH_P02749,PTPRG_P23470,CFD_P00746,IGLC7_A0M8Q6,LYZ_P61626,IGLL1_P15814,LPA_P08519,VTN_P04004,A1BG_P04217,CPB2_Q96IY4,HP_P00738,SERPINA1_P01009,MAP1S_Q66K74,GPI_P06744,SERPINA6_P08185,F13A1_P00488,CA2_P00918,TLN1_Q9Y490,FCGR3A_P08637,APOC4_P55056,DSG2_Q14126,SERPINA10_Q9UK55,MAN1A1_P33908,IGHV3-49_A0A0A0MS15,APCS_P02743,SAA4_P35542,IGKV1-37_A0A075B6S9,NPTX2_P47972,C4BPA_P04003,FN1_P02751-1,F13B_P05160,CLEC3B_P05452,FGL1_Q08830,KLKB1_P03952,IGHG3_P01860,APOD_P05090,HPX_P02790,CD5L_O43866,JCHAIN_P01591,COL6A1_P12109,HSPA5_P11021,TKT_P29401,TNXB_P22105,IGHA2_P01877,IGHA1_P01876,H4-16_P62805,SELENOP_P49908,MACF1_Q9UPN3,COLEC10_Q9Y6Z7,HABP2_Q14520,OGN_P20774,C8B_P07358,SERPINF2_P08697,F8_P00451,DPEP2_Q9H4A9,SERPING1_P05155,PRDX6_P30041,LTF_P02788,IGHM_P01871,SELENBP1_Q13228,FUCA1_P04066,CHL1_O00533-2,NEO1_Q92859,P4HB_P07237,CTBS_Q01459,CTSB_P07858,ANG_P03950,HSP90B1_P14625,ORM1_P02763,LDHA_P00338,IL1RAP_Q9NPH3-5,WDR49_A0A3B3IS43,ITLN1_Q8WWA0,FBLN1_P23142-4,ANGPTL3_Q9Y5C1,S100A9_P06702,PLXDC2_Q6UX71,APOC2_P02655,FBLN5_Q9UBX5,OIT3_Q8WWZ8,MYH7B_A7E2Y1-2,PON3_Q15166,CTSD_P07339,RBP4_P02753,VCAM1_P19320,SFTPB_P07988,SAA1_P0DJI8,GNPTG_Q9UJJ9,MINPP1_Q9UNW1,C1QA_P02745,LYVE1_Q9Y5Y7,SERPIND1_P05546,USP29_Q9HBJ7,IGLV3-25_P01717,PFN1_P07737,IGLV3-9_A0A075B6K5,YWHAZ_P63104,IGKC_P01834,PROC_P04070,CDH5_P33151,IGHV1-3_A0A0C4DH29,IGHV1-2_P23083,IGHV1OR15-1_A0A075B7D0,IGHV1-46_P01743,TRAV19_A0A0A6YYK7,ADA2_Q9NZK5,CDHR2_Q9BYE9,PSAP_P07602,GPNMB_Q14956,F10_P00742,CDH2_P19022,GGH_Q92820,C1R_P00736,AOC3_Q16853,CPN1_P15169,HGFAC_Q04756,LUM_P51884,ROBO4_Q8WZ75,SPARCL1_Q14515,GSTO1_P78417,C1S_P09871,YBX2_Q9Y2T7,IGHG2_P01859,IGHG4_P01861,APOC1_P02654,HBB_P68871,HBD_P02042,TCN2_P20062,CFHR4_Q92496,PPIA_P62937,EEF1A1_P68104,ORM2_P19652,PCYOX1_Q9UHG3,INHBC_P55103,CNTN1_Q12860,IGFBP3_P17936,TIMP1_P01033,APMAP_Q9HDC9,LMTK2_Q8IWU2,EHBP1_Q8NDI1,MST1_P26927,CDH6_P55285,VASN_Q6EMK4,TUBB4B_P68371,CRYZ_Q08257,ISLR_O14498,IGHV3-72_A0A4W8ZXM2,MCAM_P43121,NRP1_O14786,F9_P00740,KRT81_O43790,EPHB1_P54762,CD44_P16070,CAMP_P49913,C1QB_P02746,TFPI_P10646,PTP4A1_Q93096,LDHB_P07195,TCHH_Q07283,KRT1_P04264,GULP1_Q9UBP9,IGF2R_P11717,GPX3_P22352,NDST4_Q9H3R1,APOF_Q13790,C1QC_P02747,RNASE4_P34096,RAN_P62826,HPR_P00739,IGKV2-24_A0A075B6R9,IGKV2D-29_A0A075B6S2,IGLV6-57_P01721,IGLV8-61_A0A075B6I0,IGLV7-46_A0A075B6I9,IGLV3-21_P80748,CTRB2_Q6GPI1,F7_P08709,CRTAC1_Q9NQ79,IGLV9-49_A0A0B4J1Y8,IGKJ3_A0A0A0MT96,IGHV3OR16-12_A0A075B7B8,SAA2_P0DJI9,RNF130_Q86XS8,ADIPOQ_Q15848,BTD_P43251,IGFBP2_P18065,VSIG4_Q9Y279,CD109_Q6YHK3,PCOLCE_Q15113,PRSS12_P56730,DNAAF1_Q8NEP3,S100A12_P80511,GINM1_Q9NU53,LAMP2_P13473,CTSH_P09668,ERAP2_Q6P179,PPBP_P02775,IGHV4-34_P06331,IGHV4-4_A0A075B6R2,IGHV4-30-2_A0A087WSY4,IGHV6-1_A0A0B4J1U7,IGHV1-24_A0A0C4DH33,IGHV5-10-1_A0A0J9YXX1,_A0A0J9YY99,IGHV3-15_A0A0B4J1V0,GP1BA_P07359,RARRES2_Q99969,SLC3A2_P08195,IGHV3-74_A0A0B4J1X5,SERPINA11_Q86U17,BRME1_Q0VDD7,ANTXR2_P58335,C4B_2_P0C0L5,FCN2_Q15485,RBM33_Q96EV2,ITGA6_P23229,VN1R4_Q7Z5H5,CFHR3_Q02985,ACTG2_P63267,CFP_P27918,BLVRB_P30043,IGFBP7_Q16270,PVR_P15151,CLCC1_Q96S66,IGFBP6_P24592,CTSG_P08311,CFI_E7ETH0,TUFM_P49411,IGHA2_A0A0G2JMB2,DLG5_Q8TDM6,HTRA1_Q92743,SLC27A2_O14975,ICAM2_P13598,CDC5L_Q99459,PNPLA8_Q9NP80,ADAMTSL4_Q6UY14,TBC1D30_Q9Y2I9,CFHR2_P36980,DEFA1B_P59665,C4B_A0A3B3ISA6,ITIH4_B7ZKJ8,_A6NJR5,ITGA2_P17301,SEMA4B_Q9NPR2,ADGRG6_Q86SQ4,IGLV3-19_P01714,IGLV3-10_A0A075B6K4,CFHR1_Q03591,IGKJ5_A0A0A0MTA3,FKBP10_Q96AY3,CDK5RAP2_Q5VU43,IGLV5-45_A0A087WSX0,GIPC1_O14908,RECK_O95980,EIF5_P55010,HTRA4_P83105,GXYLT1_Q4G148,PRTN3_P24158,TBXAS1_P24557,TPD52L2_O43399-6,PROCR_Q9UNN8,IGKV1-17_P01599,TELO2_Q9Y4R8,ITPR2_Q14571,ABCC2_Q92887,IGKV1-33_P01593,IGKV3D-20_A0A0C4DH25,IGLV1-51_P01701,IGKV3-7_A0A075B6H7,IGLV1-40_P01703,IGLV1-47_P01700,IGKV4-1_P06312,IGLV1-36_A0A0B4J1U3,PAK6_Q9NQU5,ANKRD26_Q9UPS8,ABCA1_O95477,IGLV2-11_P01706,IGLV2-23_P01705,IGLV2-8_P01709,IGLV2-18_A0A075B6J9,IGLV2-14_P01704,C18orf63_Q68DL7,SPTLC2_O15270,IGKJ4_A0A0A0MT69,OLFM1_Q99784,SPHKAP_Q2M3C7,FGG_C9JPQ9,SERPINA3_G3V3A0,TDRD7_Q8NHU6,SAE1_Q9UBE0,FHL1_Q13642-1,IGHV3-38-3_P0DTE1,IGHV3-64_A0A075B6Q5,IGHV3-38_A0A0C4DH36,ST3GAL6_Q9Y274,NEBL_O76041,CCL14_Q16627,APOA2_V9GYM3,IGKV2-28_A0A075B6P5,IGKV2-40_A0A087WW87,IGLV3-1_P01715,ERFL_A0A1W2PQ73,DLG4_P78352,CSTB_P04080,CHD3_H7C0J3,ADGRB1_O14514,GALNT12_Q8IXK2,SLC12A7_Q9Y666,IQGAP2_Q13576,ARSB_P15848,DBI_P07108,ADAMTS13_Q76LX8,PDCD2_Q16342,LDHC_P07864,CLEC20A_Q6ZU45,PAFAH2_Q99487,POTEKP_Q9BYX7,ADAM20_O43506,B2M_P61769,ETV4_P43268,CCDC71L_Q8N9Z2,IGHV4-28_A0A0C4DH34,IGKV2D-30_A0A075B6S6,PHB1_P35232-2,LCN2_P80188,ICAM3_P32942,CEACAM1_P13688,ZZEF1_O43149,ZC3H4_Q9UPT8,GALE_Q14376,OFD1_A0A804HIZ6,CBX1_P83916,GAS2L2_Q8NHY3,CNTN4_Q8IWV2,RPS6KC1_Q96S38,AP3S1_Q92572,ITGA10_O75578,IGLV3-27_P01718,IGKJ1_A0A0A0MT89,IGLL1_C9JEE0,RASSF5_Q8WWW0,DMRT2_Q9Y5R5
HF2,23.44468594,22.70569509,19.03363579,29.04764955,34.26316285,29.95000405,23.02244228,19.91703196,15.54281436,19.00064471,22.20334633,28.19438901,26.82853254,19.41908544,26.84389716,16.4567136,22.72931929,20.67879799,29.8584286,23.33341351,20.01046715,31.85166853,25.65855281,28.14420411,26.73971455,19.16858486,21.25583776,15.77066214,30.59646406,27.68222865,20.24796223,19.84799411,18.10383544,28.55663082,19.68806194,22.4809861,31.82690294,22.47187186,27.78403508,16.57758783,19.00242792,29.37670678,25.69307747,21.55504282,32.09282299,20.24130218,27.82436998,15.81380501,23.83364688,22.19889176,27.90351333,18.96565934,27.8124606,28.10904809,25.45416729,29.05733994,24.80215678,21.17917763,18.43943584,33.17398548,27.81911309,27.13444657,26.37944198,27.8901894,18.53949964,22.07662904,17.853198,27.56401018,25.663716,23.60026751,20.5194298,19.5704824,27.40945117,20.13539252,23.88126993,24.1881415,19.42775117,22.89461496,18.17216794,20.27078227,26.09207529,24.12633079,27.58110852,28.26824844,22.88525788,23.91927485,24.90211275,19.21403336,20.41653286,20.57489446,26.17463103,19.80384081,27.46937153,20.08640442,19.7278213,22.41177785,23.45154879,19.62468761,19.56716529,21.1945175,26.33247676,16.94214262,31.05616207,24.36629639,25.86713821,15.38296945,18.79038008,23.28496657,21.83261313,22.23336731,27.46220578,22.5451504,19.0114133,23.03022293,22.05843898,30.96108032,23.88737701,25.59335483,28.69609829,22.35307242,24.27257888,19.38056507,18.14859517,25.44637485,23.89761307,23.93392672,16.63553823,18.68630223,16.79155995,25.25130461,17.48683376,27.24361898,19.74597952,16.65964377,20.97883029,27.10551636,25.16622808,19.58819736,23.52126243,23.28702654,17.93931519,22.36573834,18.85050643,15.82767641,20.16312658,22.04151226,20.88041591,25.2679901,22.32308566,33.03471945,19.59617518,20.34092814,23.47270219,19.48087564,20.40202498,31.12379975,20.71750588,18.65191313,25.31637555,23.48409448,25.8605003,19.86748832,21.04148421,20.23327892,20.90115902,20.39016681,23.16325896,27.42954982,22.94697259,23.54515122,23.30537846,22.37216868,13.44177349,21.94014406,24.63504982,15.82926323,22.04013666,19.56646096,19.99545412,23.06093252,22.70399385,22.29519376,24.55944313,28.17489768,23.57958452,20.986167,24.18115924,15.87109586,26.22045065,28.71646139,24.47058149,19.97097945,22.99814915,23.8014111,19.12012696,20.24762372,22.58110767,23.99721663,22.4913758,22.47974291,23.9092643,26.04847603,20.60365689,22.7318418,25.30867335,24.60768918,28.0302291,25.30539177,28.7897805,20.60879853,25.3732924,20.98111626,18.85562041,26.99511135,20.95566891,24.87422083,21.07014107,23.84520591,26.27114496,24.7789431,28.3615422,28.23328554,24.31284764,31.59688842,31.80639983,16.42465918,18.36978074,25.28177096,23.66663222,20.75413366,19.41407548,21.92862095,23.55285934,19.32022626,23.28477391,21.21624423,25.66278955,26.59555262,25.52750451,25.30262609,15.77147552,28.28438356,25.85065831,23.31282344,23.25996183,21.82592908,23.95579002,30.51444512,25.50230135,30.69268027,24.64545957,24.14482647,16.38004277,21.40988753,19.06030103,21.11916528,28.80381556,31.41808583,21.29147836,22.31377257,21.6881129,15.7432751,21.8614989,19.68368855,24.42571699,27.09654156,18.32525769,17.88323545,29.07301054,19.58443858,20.42943803,27.91021924,18.57689188,19.38674962,20.79594918,18.32725851,18.96079854,19.46478903,15.87586773,17.60123429,21.66572215,30.63817408,19.30882679,20.91502617,21.79444686,18.90916085,23.67995366,18.42991976,22.40044985,19.7469042,25.41176893,21.70937843,18.64903329,21.9788581,23.91851643,20.35613343,27.60671776,22.19230936,17.33518778,25.08563296,18.78613128,20.92427723,24.36211941,22.54034229,27.16103994,14.69396106,23.88084263,20.6032695,24.83020047,19.61261055,33.55456259,21.99710746,22.50109647,23.28092187,23.2170247,27.51050768,23.41341227,21.1052811,18.90043969,14.95435608,19.32643275,18.73740138,24.52285398,16.73931241,21.02123423,25.39285796,18.2751619,22.66096613,23.44412565,24.87152257,19.48912827,19.3328548,19.89057659,25.45307748,20.94997671,30.19370967,26.72244448,26.70113747,28.91448386,22.22802255,16.79105108,22.88754447,20.43142564,19.8036856,29.15230832,22.14606736,20.32041437,17.4505917,21.55322964,20.65742996,22.32797856,20.22996141,18.20743924,23.3815921,17.55325873,22.09773213,19.18658276,17.80508134,19.96343328,29.40997972,20.5045557,19.45041469,23.64947059,24.19966862,26.13072517,21.01457486,21.80890908,25.00741647,18.13274946,21.51927837,19.59586355,21.17912269,21.36913493,20.72050183,18.52075627,24.48160069,20.19588607,25.0445687,26.68270493,19.35857113,16.83317723,24.97598715,24.50585619,27.24004882,23.33829345,22.54786188,23.25676785,26.37258105,21.43549378,21.18166663,20.79006096,23.56271387,22.05797987,21.57131894,23.176735,17.46246777,22.7416281,23.53859147,16.35423803,18.19715067,17.82000628,21.70788236,22.86139633,17.18687795,16.72076101,17.28283745,21.84521557,22.30737491,14.56250639,23.63605257,24.23947428,21.31583374,19.2748797,26.58457249,22.2041413,27.76517314,22.64040515,27.49998077,22.81549049,20.69263871,19.45964213,27.25155974,20.96383041,18.51390246,17.77557727,25.64616122,22.40342388,20.28959745,25.55472478,21.37809939,17.16957256,21.59579863,22.57614954,20.14540366,18.01776209,20.44011794,18.6757168,20.80293653,18.56693359,21.46013133,24.05697526,21.32060684,17.16032226,17.25215471,22.86592846,21.83253311,24.86297507,20.58073609,17.7209446,20.62975698,22.66226933,19.22855761,26.7410245,21.85250173,24.44701405,16.30457781,18.91476347,17.11311878,23.79266022,24.43624238,21.43251909,17.48516188,19.46603954,23.36883842,22.55395076,17.43539549,23.80256949,23.55024419,27.48610413,15.25592249,18.68860564,27.35732679,21.08763002,20.99611356,24.74891099,21.49432956,22.58756997,23.59210518,27.14911158,24.23965766,23.8503769,26.59775538,25.55609486,25.87397114,25.86885782,21.76504963,23.80189902,18.37378207,20.45251132,24.35471277,20.25435649,23.64868602,24.64592795,16.73793068,20.06079299,21.35012891,19.45688385,20.31234486,25.1399954,23.59125367,18.25146112,16.66523343,20.38870734,21.3460616,22.24135545,22.96007284,24.37976482,23.31034475,23.89727572,18.19748203,20.17941901,25.401512,18.62450805,22.62241381,19.45670479,19.68488454,18.41872032,24.69501848,22.13022893,22.79370681,18.85136324,19.68048682,28.29773229,24.35201899,19.70214942,21.29264526,18.43443773,18.42069793,19.72986739,15.34030591,21.24108049,19.73960876,20.62937228,21.16465913,21.30054862,23.25842936,21.71040008,18.85176476,18.36775958,18.65722834,15.41277057,18.27072463,24.01220542,25.47305889,21.60542426,18.28507368,17.212053,20.40419787,24.44301349,15.33381815,16.19740986,21.87780193,19.65939569,21.18592087,20.27273447
HF5,23.47502975,21.76975529,19.35127489,28.6531757,34.86602767,29.47538,22.85401478,19.77005881,16.60040956,19.11134232,22.90569028,28.24578327,27.06187576,18.63043364,26.46884361,20.46136961,22.67605463,20.51209605,29.94533252,23.23090563,19.33702437,30.26680632,25.2305217,28.08358213,27.47117623,20.92543896,21.03935539,20.21099498,30.54039694,27.44253341,21.05839361,19.48439051,16.70158046,28.77723971,19.72476132,21.71800075,33.46714153,22.39366122,27.69641915,16.63270904,20.75815028,29.00480578,25.64834344,21.28058713,32.07987038,20.13182498,27.75821541,15.91074546,23.7394973,22.10588466,28.50421106,21.30110572,28.96911326,28.84033432,25.28747517,28.7938942,25.21643331,21.88287033,15.95411551,33.05865796,27.85237398,27.29799643,26.50593632,27.1551161,19.42731329,22.28963524,18.5935725,26.84496069,26.03554225,23.12151814,20.14327714,20.00661554,27.68358757,20.45631495,23.54870397,25.12273912,18.60681722,20.86961095,19.3178322,19.97696057,26.672447,23.83076205,27.22303594,27.70988422,23.47093118,24.0088933,25.46237333,18.65464725,20.44539848,21.72736418,25.89252506,19.62546419,28.33756435,20.82145376,20.53882551,22.31377257,22.72817735,17.27368471,19.39333339,20.40683753,26.27999545,17.04951311,30.31711092,24.77560219,22.9299125,22.26803105,20.28515701,23.70492345,21.71074016,21.89074283,27.64152449,23.25482909,19.29025556,22.70113446,21.37876352,30.60991561,23.51574943,25.84765707,29.1386953,23.68371634,22.90532804,15.52101125,17.67072426,25.03874667,24.8484633,23.91978988,16.21832412,17.02984282,22.94510925,25.03679276,20.49108113,27.17846851,19.5567232,16.93701916,16.80440833,27.56282983,24.77338384,19.63776532,23.12550615,22.0183616,16.36946139,15.96805996,13.56959326,16.66916915,19.45776751,23.58026886,19.28375042,25.18935441,21.33222593,33.34873613,21.61268451,21.05845944,23.04854048,20.13916772,15.96965514,31.03289376,20.22625594,18.63908965,24.87121913,23.80480379,25.24578465,19.50905394,20.48307478,20.71314679,21.7719992,16.01170805,22.9265341,27.65535558,22.92327292,24.09614528,23.38013045,22.55782926,17.1162382,21.65411304,23.79034986,16.56818635,21.75290081,18.77752119,21.01549844,23.32598525,22.75745868,22.085284,24.7247514,29.03763671,22.18711338,20.70921843,24.44072159,18.48980975,25.62038707,28.55692279,24.47512498,21.06667119,24.01987625,22.74645127,19.20378967,21.27913022,23.68108059,24.564834,23.65689937,26.16138313,25.240249,26.56430385,21.3410195,24.40362618,25.93745597,25.67802626,29.09710745,26.49758733,28.60964673,20.81115473,24.07038518,20.41098566,20.240955,26.90499059,19.78447909,23.61082375,20.51037416,24.83837278,25.68150045,24.21423738,28.75762162,28.2438614,24.26205713,28.38812441,31.74972136,16.523335,15.88321421,25.25083166,23.12152429,20.15887116,16.01650505,19.8441146,23.42533958,17.48350965,23.1713641,21.13479617,26.63096873,26.39906848,27.25879962,23.12292833,14.82837465,27.62514719,25.87597075,22.23112705,23.18592265,20.95725367,25.22837125,29.39649089,27.19837828,30.37887204,25.85210459,25.35191186,15.09014086,20.45457903,16.65580171,20.71626902,27.85461796,31.06335086,20.45878213,22.40493647,21.46479674,16.88449649,23.1705094,19.00420546,24.21072345,26.92412028,18.22374345,17.92737683,28.97868379,17.59952126,21.33612955,29.70975794,17.79028172,19.90487199,20.91879188,19.13068343,18.80090525,19.0723907,17.61145987,18.43427961,20.94772031,30.27703774,18.97144792,21.65521912,20.02617144,19.00599793,22.54267792,19.22090873,21.40436759,19.05044262,26.77118402,17.33441884,18.02927586,21.72580007,24.70705055,20.14334332,27.77530789,21.55124922,19.98963347,23.71433249,18.7864186,20.78838419,24.3530792,22.08060779,26.63742952,18.03234455,24.11165753,19.65381983,25.31151576,19.08555681,34.08817005,22.38940331,22.56425725,17.43088364,24.8691177,27.75131153,23.81830944,22.38136556,19.98018699,17.8712978,19.2412016,16.44747265,24.82322755,17.63427349,21.09133617,25.64784021,16.88310749,22.98250202,23.55398489,25.44523369,19.1400794,19.14422567,19.14113349,25.73293624,20.89424176,30.53408649,30.05734793,26.90592084,28.54558641,21.94337812,16.81002743,22.19950015,20.05095742,15.47160112,29.25008912,21.44235762,20.32342224,18.61821493,23.61055688,16.33974037,21.93838561,19.83717412,20.25877977,22.60477507,16.3386322,21.67272665,20.35039745,17.19181288,18.92069641,30.19560122,20.2183308,19.97125363,23.84093441,22.67810122,26.01953229,19.31054539,21.97308474,25.11076438,16.89778706,23.31827058,20.60298304,14.62532474,19.56560049,21.09237271,17.65300685,24.19987732,18.37938579,24.22702025,27.65237011,20.40483797,16.77692662,25.04423834,24.32167174,27.28646132,23.03141471,24.42193255,24.84236599,28.26055431,18.97554006,21.10521326,20.35494645,23.10801497,23.03846476,21.68524569,17.97538846,22.31699208,22.22551693,23.48409043,18.47149665,17.57562377,17.45908917,21.25006835,23.75428585,16.64568642,17.90138752,22.87111687,21.97177506,17.83435415,15.56140347,23.13172674,25.33488575,21.645857,17.02786857,26.14965782,22.75404287,21.9618076,22.25531039,27.32888141,22.25822725,20.39839817,18.64658162,27.62699676,18.99948241,22.85886841,17.64378469,23.83622572,20.96649181,19.45820595,26.02088613,20.43880508,20.28597399,21.55310199,22.02666516,19.04661274,17.76158195,20.44814651,19.75480679,20.11981174,18.56355918,21.54604985,21.5654073,20.09178235,16.95758917,16.98536474,21.6287086,20.72073182,21.70019435,22.16718812,19.88179276,21.81439111,23.40807491,20.04878178,25.24058895,20.35998673,21.88629533,15.85202443,17.46639259,18.04226504,23.92830234,26.93399277,20.44259664,21.22058283,21.10278485,23.23925874,22.52563521,19.99979623,16.46207748,23.35595071,27.7491111,16.04752677,19.67702763,27.99759789,21.57862007,20.36201481,23.97885825,22.15071937,23.62828503,22.96213402,26.50916839,23.68122223,25.58682704,28.17597226,24.77531717,25.96349628,26.68379404,24.46924801,23.48874137,15.95120848,21.88797334,23.80832164,21.32266845,22.81970242,21.45246236,25.09296468,24.39016468,21.27781698,21.06491453,18.7489993,25.54718599,26.67536261,16.17595017,22.06562384,21.54569832,22.38801335,21.3597285,22.99645918,24.54695812,22.30066465,24.28616106,19.12425787,18.29674043,26.64427124,21.42414633,23.25830729,22.52889633,19.91965157,18.38475808,23.66280389,17.0443237,20.44430707,18.69287212,14.98341629,28.16194983,17.15455909,19.45374783,17.60623955,16.03746604,20.78037156,21.93553452,14.22395441,21.76146462,23.13382043,19.5070892,21.32653015,21.64498983,21.04723615,21.81703373,20.06371022,17.06209598,18.85860832,18.60757532,16.15865823,24.47086819,25.38673263,16.71892455,19.00619297,16.24521961,21.27327724,24.33141413,16.72259376,15.10663702,22.42890505,21.69241392,21.02063758,21.06780566
