"","ID","gene","pathway_name"
"7813","R-HSA-1280215","SIGIRR","Cytokine Signaling in Immune system"
"7814","R-HSA-1280215","OSMR","Cytokine Signaling in Immune system"
"7815","R-HSA-1280215","CXCL8","Cytokine Signaling in Immune system"
"7816","R-HSA-1280215","SDC1","Cytokine Signaling in Immune system"
"7817","R-HSA-1280215","JUNB","Cytokine Signaling in Immune system"
"7818","R-HSA-1280215","MAPK8","Cytokine Signaling in Immune system"
"7819","R-HSA-1280215","VAV1","Cytokine Signaling in Immune system"
"7820","R-HSA-1280215","SOCS2","Cytokine Signaling in Immune system"
"7821","R-HSA-1280215","MAPK7","Cytokine Signaling in Immune system"
"7822","R-HSA-1280215","IL36RN","Cytokine Signaling in Immune system"
"7823","R-HSA-1280215","STAT3","Cytokine Signaling in Immune system"
"7824","R-HSA-1280215","HLA-DPA1","Cytokine Signaling in Immune system"
"7825","R-HSA-1280215","IL15RA","Cytokine Signaling in Immune system"
"7826","R-HSA-1280215","FCGR1A","Cytokine Signaling in Immune system"
"7827","R-HSA-1280215","GRB2","Cytokine Signaling in Immune system"
"7828","R-HSA-1280215","LTB","Cytokine Signaling in Immune system"
"7829","R-HSA-1280215","TNFSF12-TNFSF13","Cytokine Signaling in Immune system"
"7830","R-HSA-1280215","IL36G","Cytokine Signaling in Immune system"
"7831","R-HSA-1280215","CUL5","Cytokine Signaling in Immune system"
"7832","R-HSA-1280215","TGFB1","Cytokine Signaling in Immune system"
"7833","R-HSA-1280215","HGF","Cytokine Signaling in Immune system"
"7834","R-HSA-1280215","NRAS","Cytokine Signaling in Immune system"
"7835","R-HSA-1280215","IL36B","Cytokine Signaling in Immune system"
"7836","R-HSA-1280215","IFNA7","Cytokine Signaling in Immune system"
"7837","R-HSA-1280215","H3C10","Cytokine Signaling in Immune system"
"7838","R-HSA-1280215","BIRC3","Cytokine Signaling in Immune system"
"7839","R-HSA-1280215","IL18BP","Cytokine Signaling in Immune system"
"7840","R-HSA-1280215","SOCS3","Cytokine Signaling in Immune system"
"7841","R-HSA-1280215","HAVCR2","Cytokine Signaling in Immune system"
"7842","R-HSA-1280215","PSMD6","Cytokine Signaling in Immune system"
"7843","R-HSA-1280215","GRB10","Cytokine Signaling in Immune system"
"7844","R-HSA-1280215","CXCL2","Cytokine Signaling in Immune system"
"7845","R-HSA-1280215","HSPA8","Cytokine Signaling in Immune system"
"7846","R-HSA-1280215","UBA3","Cytokine Signaling in Immune system"
"7847","R-HSA-1280215","CRLF2","Cytokine Signaling in Immune system"
"7848","R-HSA-1280215","CD44","Cytokine Signaling in Immune system"
"7849","R-HSA-1280215","CSH1","Cytokine Signaling in Immune system"
"7850","R-HSA-1280215","TOLLIP","Cytokine Signaling in Immune system"
"7851","R-HSA-1280215","IL16","Cytokine Signaling in Immune system"
"7852","R-HSA-1280215","LYN","Cytokine Signaling in Immune system"
"7853","R-HSA-1280215","AAAS","Cytokine Signaling in Immune system"
"7854","R-HSA-1280215","BRWD1","Cytokine Signaling in Immune system"
"7855","R-HSA-1280215","H3C2","Cytokine Signaling in Immune system"
"7856","R-HSA-1280215","PELI2","Cytokine Signaling in Immune system"
"7857","R-HSA-1280215","CCL3L3","Cytokine Signaling in Immune system"
"7858","R-HSA-1280215","NDC1","Cytokine Signaling in Immune system"
"7859","R-HSA-1280215","IL31RA","Cytokine Signaling in Immune system"
"7860","R-HSA-1280215","YES1","Cytokine Signaling in Immune system"
"7861","R-HSA-1280215","PELI1","Cytokine Signaling in Immune system"
"7862","R-HSA-1280215","HLA-F","Cytokine Signaling in Immune system"
"7863","R-HSA-1280215","RHOU","Cytokine Signaling in Immune system"
"7864","R-HSA-1280215","HSP90AA1","Cytokine Signaling in Immune system"
"7865","R-HSA-1280215","MAPK11","Cytokine Signaling in Immune system"
"7866","R-HSA-1280215","GAB2","Cytokine Signaling in Immune system"
"7867","R-HSA-1280215","B2M","Cytokine Signaling in Immune system"
"7868","R-HSA-1280215","PPP2CA","Cytokine Signaling in Immune system"
"7869","R-HSA-1280215","FPR1","Cytokine Signaling in Immune system"
"7870","R-HSA-1280215","EIF2AK2","Cytokine Signaling in Immune system"
"7871","R-HSA-1280215","STAT5B","Cytokine Signaling in Immune system"
"7872","R-HSA-1280215","IL21R","Cytokine Signaling in Immune system"
"7873","R-HSA-1280215","HLA-DPB1","Cytokine Signaling in Immune system"
"7874","R-HSA-1280215","PIK3CD","Cytokine Signaling in Immune system"
"7875","R-HSA-1280215","EIF4E","Cytokine Signaling in Immune system"
"7876","R-HSA-1280215","IFNL1","Cytokine Signaling in Immune system"
"7877","R-HSA-1280215","S100A12","Cytokine Signaling in Immune system"
"7878","R-HSA-1280215","PSMA1","Cytokine Signaling in Immune system"
"7879","R-HSA-1280215","IL3","Cytokine Signaling in Immune system"
"7880","R-HSA-1280215","TAB2","Cytokine Signaling in Immune system"
"7881","R-HSA-1280215","TRIM10","Cytokine Signaling in Immune system"
"7882","R-HSA-1280215","PSMA7","Cytokine Signaling in Immune system"
"7883","R-HSA-1280215","IFNL3","Cytokine Signaling in Immune system"
"7884","R-HSA-1280215","PSME4","Cytokine Signaling in Immune system"
"7885","R-HSA-1280215","HNRNPA2B1","Cytokine Signaling in Immune system"
"7886","R-HSA-1280215","ANXA1","Cytokine Signaling in Immune system"
"7887","R-HSA-1280215","H3C3","Cytokine Signaling in Immune system"
"7888","R-HSA-1280215","PSME1","Cytokine Signaling in Immune system"
"7889","R-HSA-1280215","NUP210","Cytokine Signaling in Immune system"
"7890","R-HSA-1280215","CAMK2B","Cytokine Signaling in Immune system"
"7891","R-HSA-1280215","IFNG","Cytokine Signaling in Immune system"
"7892","R-HSA-1280215","CANX","Cytokine Signaling in Immune system"
"7893","R-HSA-1280218","ICAM2","Adaptive Immune System"
"7894","R-HSA-1280218","STIM1","Adaptive Immune System"
"7895","R-HSA-1280218","ORAI1","Adaptive Immune System"
"7896","R-HSA-1280218","PSMB6","Adaptive Immune System"
"7897","R-HSA-1280218","NFATC1","Adaptive Immune System"
"7898","R-HSA-1280218","TRAT1","Adaptive Immune System"
"7899","R-HSA-1280218","ASB18","Adaptive Immune System"
"7900","R-HSA-1280218","PTEN","Adaptive Immune System"
"7901","R-HSA-1280218","RIPK2","Adaptive Immune System"
"7902","R-HSA-1280218","CLEC2B","Adaptive Immune System"
"7903","R-HSA-1280218","RNF144B","Adaptive Immune System"
"7904","R-HSA-1280218","CDC26","Adaptive Immune System"
"7905","R-HSA-1280218","TRAF7","Adaptive Immune System"
"7906","R-HSA-1280218","PDPK1","Adaptive Immune System"
"7907","R-HSA-1280218","PSMD3","Adaptive Immune System"
"7908","R-HSA-1280218","TRIM69","Adaptive Immune System"
"7909","R-HSA-1280218","TAP2","Adaptive Immune System"
"7910","R-HSA-1280218","AKT2","Adaptive Immune System"
"7911","R-HSA-1280218","PSMA4","Adaptive Immune System"
"7912","R-HSA-1280218","PTPRC","Adaptive Immune System"
"7913","R-HSA-1280218","PSMC5","Adaptive Immune System"
"7914","R-HSA-1280218","STIM1","Adaptive Immune System"
"7915","R-HSA-1280218","UBE2L3","Adaptive Immune System"
"7916","R-HSA-1280218","KLC2","Adaptive Immune System"
"7917","R-HSA-1280218","KLRG1","Adaptive Immune System"
"7918","R-HSA-1280218","INPP5D","Adaptive Immune System"
"7919","R-HSA-1280218","PRKACA","Adaptive Immune System"
"7920","R-HSA-1280218","SIAH2","Adaptive Immune System"
"7921","R-HSA-1280218","KLHL41","Adaptive Immune System"
"7922","R-HSA-1280218","TUBB1","Adaptive Immune System"
"7923","R-HSA-1280218","IKBKG","Adaptive Immune System"
"7924","R-HSA-1280218","PSMD11","Adaptive Immune System"
"7925","R-HSA-1280218","HECTD2","Adaptive Immune System"
"7926","R-HSA-1280218","DTX3L","Adaptive Immune System"
"7927","R-HSA-1280218","TLR2","Adaptive Immune System"
"7928","R-HSA-1280218","CYBA","Adaptive Immune System"
"7929","R-HSA-1280218","KLHL2","Adaptive Immune System"
"7930","R-HSA-1280218","ACTR10","Adaptive Immune System"
"7931","R-HSA-1280218","UBE2S","Adaptive Immune System"
"7932","R-HSA-1280218","NFATC1","Adaptive Immune System"
"7933","R-HSA-1280218","FBXW11","Adaptive Immune System"
"7934","R-HSA-1280218","MAP3K14","Adaptive Immune System"
"7935","R-HSA-1280218","B2M","Adaptive Immune System"
"7936","R-HSA-1280218","PSMD13","Adaptive Immune System"
"7937","R-HSA-1280218","BTNL2","Adaptive Immune System"
"7938","R-HSA-1280218","TUBA3C","Adaptive Immune System"
"7939","R-HSA-1280218","TRIM63","Adaptive Immune System"
"7940","R-HSA-1280218","CTSV","Adaptive Immune System"
"7941","R-HSA-1280218","KLRD1","Adaptive Immune System"
"7942","R-HSA-1280218","HLA-C","Adaptive Immune System"
"7943","R-HSA-1280218","TAPBP","Adaptive Immune System"
"7944","R-HSA-1280218","DYNC1I2","Adaptive Immune System"
"7945","R-HSA-1280218","KIF23","Adaptive Immune System"
"7946","R-HSA-1280218","SOS1","Adaptive Immune System"
"7947","R-HSA-1280218","FBXW8","Adaptive Immune System"
"7948","R-HSA-1280218","KIF5A","Adaptive Immune System"
"7949","R-HSA-1280218","UNKL","Adaptive Immune System"
"7950","R-HSA-1280218","CD247","Adaptive Immune System"
"7951","R-HSA-1280218","ASB2","Adaptive Immune System"
"7952","R-HSA-1280218","DYNLL1","Adaptive Immune System"
"7953","R-HSA-1280218","PSMB7","Adaptive Immune System"
"7954","R-HSA-1280218","FKBP1A","Adaptive Immune System"
"7955","R-HSA-1280218","HERC2","Adaptive Immune System"
"7956","R-HSA-1280218","PSMB8","Adaptive Immune System"
"7957","R-HSA-1280218","NPDC1","Adaptive Immune System"
"7958","R-HSA-1280218","TRIB3","Adaptive Immune System"
"7959","R-HSA-1280218","PSMA3","Adaptive Immune System"
"7960","R-HSA-1280218","UBE3C","Adaptive Immune System"
"7961","R-HSA-1280218","PSMB5","Adaptive Immune System"
"7962","R-HSA-1280218","TUBA1B","Adaptive Immune System"
"7963","R-HSA-1280218","CD207","Adaptive Immune System"
"7964","R-HSA-1280218","PSMB3","Adaptive Immune System"
"7965","R-HSA-1280218","SEC61A2","Adaptive Immune System"
"7966","R-HSA-1280218","KEAP1","Adaptive Immune System"
"7967","R-HSA-1280218","TREML4","Adaptive Immune System"
"7968","R-HSA-1280218","TRAIP","Adaptive Immune System"
"7969","R-HSA-1280218","ANAPC5","Adaptive Immune System"
"7970","R-HSA-1280218","KLRF1","Adaptive Immune System"
"7971","R-HSA-1280218","ITGB5","Adaptive Immune System"
"7972","R-HSA-1280218","GLMN","Adaptive Immune System"
"7973","R-HSA-1280218","CD4","Adaptive Immune System"
"7974","R-HSA-1280218","HLA-A","Adaptive Immune System"
"7975","R-HSA-1280218","SH2D1B","Adaptive Immune System"
"7976","R-HSA-1280218","HECTD3","Adaptive Immune System"
"7977","R-HSA-1280218","SPTBN2","Adaptive Immune System"
"7978","R-HSA-1280218","SPSB2","Adaptive Immune System"
"7979","R-HSA-1280218","SELL","Adaptive Immune System"
"7980","R-HSA-1280218","RNF220","Adaptive Immune System"
"7981","R-HSA-1280218","SOCS3","Adaptive Immune System"
"7982","R-HSA-1280218","CD1B","Adaptive Immune System"
"7983","R-HSA-1280218","CD200","Adaptive Immune System"
"7984","R-HSA-1280218","UBA7","Adaptive Immune System"
"7985","R-HSA-1280218","RAP1B","Adaptive Immune System"
"7986","R-HSA-1280218","SKP1","Adaptive Immune System"
"7987","R-HSA-1280218","FKBP1A","Adaptive Immune System"
"7988","R-HSA-1280218","RNF126","Adaptive Immune System"
"7989","R-HSA-1280218","CD3G","Adaptive Immune System"
"7990","R-HSA-1280218","LONRF1","Adaptive Immune System"
"7991","R-HSA-1280218","BCL10","Adaptive Immune System"
"7992","R-HSA-1280218","TPP2","Adaptive Immune System"
"7993","R-HSA-1280218","ERAP2","Adaptive Immune System"
"7994","R-HSA-1280218","CD226","Adaptive Immune System"
"7995","R-HSA-1280218","LMO7","Adaptive Immune System"
"7996","R-HSA-1280218","BTBD6","Adaptive Immune System"
"7997","R-HSA-1280218","KLHL9","Adaptive Immune System"
"7998","R-HSA-1280218","CENPE","Adaptive Immune System"
"7999","R-HSA-1280218","PSMC3","Adaptive Immune System"
"8000","R-HSA-1280218","AP1G1","Adaptive Immune System"
"8001","R-HSA-1280218","PSMA1","Adaptive Immune System"
"8002","R-HSA-1280218","KLHL3","Adaptive Immune System"
"8003","R-HSA-1280218","LYN","Adaptive Immune System"
"8004","R-HSA-1280218","SIGLEC11","Adaptive Immune System"
"8005","R-HSA-1280218","COL3A1","Adaptive Immune System"
"8006","R-HSA-1280218","PSMD12","Adaptive Immune System"
"8007","R-HSA-1280218","CBLL2","Adaptive Immune System"
"8008","R-HSA-1280218","CD300E","Adaptive Immune System"
"8009","R-HSA-1280218","HECTD1","Adaptive Immune System"
"8010","R-HSA-1280218","CD99","Adaptive Immune System"
"8011","R-HSA-1280218","AP2A1","Adaptive Immune System"
"8012","R-HSA-1280218","UBE3D","Adaptive Immune System"
"8013","R-HSA-1280218","RASGRP1","Adaptive Immune System"
"8014","R-HSA-1280218","PDCD1LG2","Adaptive Immune System"
"8015","R-HSA-1280218","LGMN","Adaptive Immune System"
"8016","R-HSA-1280218","RBBP6","Adaptive Immune System"
"8017","R-HSA-1280218","RCHY1","Adaptive Immune System"
"8018","R-HSA-1280218","KLHL42","Adaptive Immune System"
"8019","R-HSA-1280218","DCTN2","Adaptive Immune System"
"8020","R-HSA-1280218","RNF182","Adaptive Immune System"
"8021","R-HSA-1280218","CALM2","Adaptive Immune System"
"8022","R-HSA-1280218","ASB14","Adaptive Immune System"
"8023","R-HSA-1280218","CAPZB","Adaptive Immune System"
"8024","R-HSA-1280218","CD79A","Adaptive Immune System"
"8025","R-HSA-1280218","DET1","Adaptive Immune System"
"8026","R-HSA-1280218","ITPR3","Adaptive Immune System"
"8027","R-HSA-1280218","PSMD9","Adaptive Immune System"
"8028","R-HSA-1280218","ASB10","Adaptive Immune System"
"8029","R-HSA-1280218","PTPN11","Adaptive Immune System"
"8030","R-HSA-1280218","PIK3AP1","Adaptive Immune System"
"8031","R-HSA-1280218","PIK3AP1","Adaptive Immune System"
"8032","R-HSA-1280218","UBE2D4","Adaptive Immune System"
"8033","R-HSA-1280218","CUL2","Adaptive Immune System"
"8034","R-HSA-1280218","PRKG1","Adaptive Immune System"
"8035","R-HSA-1280218","RAC1","Adaptive Immune System"
"8036","R-HSA-1280218","CANX","Adaptive Immune System"
"8037","R-HSA-1280218","PSMA6","Adaptive Immune System"
"8038","R-HSA-1280218","TAP2","Adaptive Immune System"
"8039","R-HSA-1280218","DCTN5","Adaptive Immune System"
"8040","R-HSA-1280218","CTSH","Adaptive Immune System"
"8041","R-HSA-1280218","CD207","Adaptive Immune System"
"8042","R-HSA-1280218","RELA","Adaptive Immune System"
"8043","R-HSA-1280218","PSMC2","Adaptive Immune System"
"8044","R-HSA-1280218","PSMB1","Adaptive Immune System"
"8045","R-HSA-1280218","LNX1","Adaptive Immune System"
"8046","R-HSA-1280218","KLHL11","Adaptive Immune System"
"8047","R-HSA-1280218","CD101","Adaptive Immune System"
"8048","R-HSA-1280218","KIFAP3","Adaptive Immune System"
"8049","R-HSA-1280218","UBE2D3","Adaptive Immune System"
"8050","R-HSA-1280218","SH3KBP1","Adaptive Immune System"
"8051","R-HSA-1280218","HLA-C","Adaptive Immune System"
"8052","R-HSA-1280218","ASB12","Adaptive Immune System"
"8053","R-HSA-1280218","PSMA8","Adaptive Immune System"
"8054","R-HSA-1280218","RBCK1","Adaptive Immune System"
"8055","R-HSA-1280218","DCTN3","Adaptive Immune System"
"8056","R-HSA-1280218","UBE2M","Adaptive Immune System"
"8057","R-HSA-1280218","ICAM5","Adaptive Immune System"
"8058","R-HSA-1280218","ICAM1","Adaptive Immune System"
"8059","R-HSA-1280218","PSMA7","Adaptive Immune System"
"8060","R-HSA-1280218","BTLA","Adaptive Immune System"
"8061","R-HSA-1280218","NFATC2","Adaptive Immune System"
"8062","R-HSA-1280218","PSMC5","Adaptive Immune System"
"8063","R-HSA-1280218","TRIM37","Adaptive Immune System"
"8064","R-HSA-1280218","FBXO41","Adaptive Immune System"
"8065","R-HSA-1280218","UBA1","Adaptive Immune System"
"8066","R-HSA-1280218","PEDS1-UBE2V1","Adaptive Immune System"
"8067","R-HSA-1280218","BTNL9","Adaptive Immune System"
"8068","R-HSA-1280218","CD1D","Adaptive Immune System"
"8069","R-HSA-1280218","TRIM32","Adaptive Immune System"
"8070","R-HSA-1280218","REL","Adaptive Immune System"
"8071","R-HSA-1280218","TRIM36","Adaptive Immune System"
"8072","R-HSA-1280218","PPP2R5A","Adaptive Immune System"
"8073","R-HSA-1280218","PSMB9","Adaptive Immune System"
"8074","R-HSA-1280218","LRR1","Adaptive Immune System"
"8075","R-HSA-1280218","LY96","Adaptive Immune System"
"8076","R-HSA-1280218","CRTAM","Adaptive Immune System"
"8077","R-HSA-1280218","SPSB1","Adaptive Immune System"
"8078","R-HSA-1280218","COL1A2","Adaptive Immune System"
"8079","R-HSA-1280218","RAPGEF3","Adaptive Immune System"
"8080","R-HSA-1280218","ZAP70","Adaptive Immune System"
"8081","R-HSA-1280218","SIGLEC1","Adaptive Immune System"
"8082","R-HSA-1280218","PSME3","Adaptive Immune System"
"8083","R-HSA-1280218","SOS1","Adaptive Immune System"
"8084","R-HSA-1280218","CLEC4G","Adaptive Immune System"
"8085","R-HSA-1280218","BLNK","Adaptive Immune System"
"8086","R-HSA-1280218","ASB7","Adaptive Immune System"
"8087","R-HSA-1280218","LTN1","Adaptive Immune System"
"8088","R-HSA-1280218","VAV1","Adaptive Immune System"
"8089","R-HSA-1280218","FYN","Adaptive Immune System"
"8090","R-HSA-1280218","TUBA1C","Adaptive Immune System"
"8091","R-HSA-1280218","CTSV","Adaptive Immune System"
"8092","R-HSA-1280218","RASGRP2","Adaptive Immune System"
"8093","R-HSA-1280218","LILRA1","Adaptive Immune System"
"8094","R-HSA-1280218","NCK1","Adaptive Immune System"
"8095","R-HSA-1280218","PLCG1","Adaptive Immune System"
"8096","R-HSA-1280218","UBE2Q2","Adaptive Immune System"
"8097","R-HSA-1280218","AP1M1","Adaptive Immune System"
"8098","R-HSA-1280218","OSBPL1A","Adaptive Immune System"
"8099","R-HSA-1280218","TRIM11","Adaptive Immune System"
"8100","R-HSA-1280218","PPP2R1B","Adaptive Immune System"
"8101","R-HSA-1280218","IKBKG","Adaptive Immune System"
"8102","R-HSA-1280218","ITPR3","Adaptive Immune System"
"8103","R-HSA-1280218","COL17A1","Adaptive Immune System"
"8104","R-HSA-1280218","ITGB1","Adaptive Immune System"
"8105","R-HSA-1280218","CYBB","Adaptive Immune System"
"8106","R-HSA-1280218","UBE2K","Adaptive Immune System"
"8107","R-HSA-1280218","UBE2E1","Adaptive Immune System"
"8108","R-HSA-1280218","HERC4","Adaptive Immune System"
"8109","R-HSA-1280218","THEM4","Adaptive Immune System"
"8110","R-HSA-1280218","PLCG2","Adaptive Immune System"
"8111","R-HSA-1280218","C3","Adaptive Immune System"
"8112","R-HSA-1280218","PIK3CD","Adaptive Immune System"
"8113","R-HSA-1280218","ITK","Adaptive Immune System"
"8114","R-HSA-1280218","PSME3","Adaptive Immune System"
"8115","R-HSA-1280218","AP1B1","Adaptive Immune System"
"8116","R-HSA-1280218","KIF11","Adaptive Immune System"
"8117","R-HSA-1280218","HLA-E","Adaptive Immune System"
"8118","R-HSA-1280218","PSMD4","Adaptive Immune System"
"8119","R-HSA-1280218","WWP1","Adaptive Immune System"
"8120","R-HSA-1280218","FBXW12","Adaptive Immune System"
"8121","R-HSA-1280218","WAS","Adaptive Immune System"
"8122","R-HSA-1280218","KRAS","Adaptive Immune System"
"8123","R-HSA-1280218","CXADR","Adaptive Immune System"
"8124","R-HSA-1280218","KLHL5","Adaptive Immune System"
"8125","R-HSA-1280218","KIF4B","Adaptive Immune System"
"8126","R-HSA-1280218","UBE2J1","Adaptive Immune System"
"8127","R-HSA-1280218","KLRK1","Adaptive Immune System"
"8128","R-HSA-1280218","CD19","Adaptive Immune System"
"8129","R-HSA-1280218","KLHL21","Adaptive Immune System"
"8130","R-HSA-1280218","RNF115","Adaptive Immune System"
"8131","R-HSA-1280218","PSMB7","Adaptive Immune System"
"8132","R-HSA-1280218","PSMD8","Adaptive Immune System"
"8133","R-HSA-1280218","UBC","Adaptive Immune System"
"8134","R-HSA-1280218","UBE2L6","Adaptive Immune System"
"8135","R-HSA-1280218","RNF41","Adaptive Immune System"
"8136","R-HSA-1280218","FBXL13","Adaptive Immune System"
"8137","R-HSA-1280218","CD200R1","Adaptive Immune System"
"8138","R-HSA-1280218","RNF123","Adaptive Immune System"
"8139","R-HSA-1280218","KLHL25","Adaptive Immune System"
"8140","R-HSA-1280218","RNF114","Adaptive Immune System"
"8141","R-HSA-1280218","COL1A1","Adaptive Immune System"
"8142","R-HSA-1280218","ANAPC7","Adaptive Immune System"
"8143","R-HSA-1280218","HLA-DMB","Adaptive Immune System"
"8144","R-HSA-1280218","PSME2","Adaptive Immune System"
"8145","R-HSA-1280218","TRIP12","Adaptive Immune System"
"8146","R-HSA-1280218","HLA-DRB3","Adaptive Immune System"
"8147","R-HSA-1280218","SEC31A","Adaptive Immune System"
"8148","R-HSA-1280218","CD3E","Adaptive Immune System"
"8149","R-HSA-1280218","HLA-G","Adaptive Immune System"
"8150","R-HSA-1280218","ANAPC1","Adaptive Immune System"
"8151","R-HSA-1280218","PSMD7","Adaptive Immune System"
"8152","R-HSA-1280218","SEC24C","Adaptive Immune System"
"8153","R-HSA-1280218","KIF26A","Adaptive Immune System"
"8154","R-HSA-1280218","SEM1","Adaptive Immune System"
"8155","R-HSA-1280218","CLTA","Adaptive Immune System"
"8156","R-HSA-1280218","KLRB1","Adaptive Immune System"
"8157","R-HSA-1280218","TUBB2A","Adaptive Immune System"
"8158","R-HSA-1280218","TREM1","Adaptive Immune System"
"8159","R-HSA-1280218","COLEC12","Adaptive Immune System"
"8160","R-HSA-1280218","SAR1B","Adaptive Immune System"
"8161","R-HSA-1280218","MAPKAP1","Adaptive Immune System"
"8162","R-HSA-1280218","LILRA4","Adaptive Immune System"
"8163","R-HSA-1280218","LAIR2","Adaptive Immune System"
"8164","R-HSA-1280218","HLA-DRA","Adaptive Immune System"
"8165","R-HSA-1280218","RASGRP3","Adaptive Immune System"
"8166","R-HSA-1280218","VHL","Adaptive Immune System"
"8167","R-HSA-1280218","RNF217","Adaptive Immune System"
"8168","R-HSA-1280218","MYD88","Adaptive Immune System"
"8169","R-HSA-1280218","PRKCQ","Adaptive Immune System"
"8170","R-HSA-1280218","UBE2A","Adaptive Immune System"
"8171","R-HSA-1280218","PSMD4","Adaptive Immune System"
"8172","R-HSA-1280218","UBE2V2","Adaptive Immune System"
"8173","R-HSA-1280218","PRKACB","Adaptive Immune System"
"8174","R-HSA-1280218","SEC24A","Adaptive Immune System"
"8175","R-HSA-1280218","SLAMF6","Adaptive Immune System"
"8176","R-HSA-1280218","FBXL16","Adaptive Immune System"
"8177","R-HSA-1280218","PSMD8","Adaptive Immune System"
"8178","R-HSA-1280218","VAV1","Adaptive Immune System"
"8179","R-HSA-1280218","PDIA3","Adaptive Immune System"
"8180","R-HSA-1280218","PIK3CB","Adaptive Immune System"
"8181","R-HSA-1280218","SEC13","Adaptive Immune System"
"8182","R-HSA-1280218","PTPRJ","Adaptive Immune System"
"8183","R-HSA-1280218","PSMA7","Adaptive Immune System"
"8184","R-HSA-1280218","PSME4","Adaptive Immune System"
"8185","R-HSA-1280218","PSMD7","Adaptive Immune System"
"8186","R-HSA-1280218","DYNC1LI1","Adaptive Immune System"
"8187","R-HSA-1280218","XDH","Adaptive Immune System"
"8188","R-HSA-1280218","PSMA6","Adaptive Immune System"
"8189","R-HSA-1280218","PIK3CA","Adaptive Immune System"
"8190","R-HSA-1280218","PSMD14","Adaptive Immune System"
"8191","R-HSA-1280218","KIF3C","Adaptive Immune System"
"8192","R-HSA-1280218","ANAPC4","Adaptive Immune System"
"8193","R-HSA-1280218","UBE2B","Adaptive Immune System"
"8194","R-HSA-1280218","LRSAM1","Adaptive Immune System"
"8195","R-HSA-1280218","DYNC1I1","Adaptive Immune System"
"8196","R-HSA-1280218","LOC102725035","Adaptive Immune System"
"8197","R-HSA-1280218","KLC4","Adaptive Immune System"
"8198","R-HSA-1280218","RBX1","Adaptive Immune System"
"8199","R-HSA-1280218","LNPEP","Adaptive Immune System"
"8200","R-HSA-1280218","GAN","Adaptive Immune System"
"8201","R-HSA-1280218","PSMF1","Adaptive Immune System"
"8202","R-HSA-1280218","CAPZA2","Adaptive Immune System"
"8203","R-HSA-1280218","TLR1","Adaptive Immune System"
"8204","R-HSA-1280218","ZNRF2","Adaptive Immune System"
"8205","R-HSA-1280218","BTN2A1","Adaptive Immune System"
"8206","R-HSA-1280218","TRIM50","Adaptive Immune System"
"8207","R-HSA-1280218","PSMD6","Adaptive Immune System"
"8208","R-HSA-1280218","AP1M2","Adaptive Immune System"
"8209","R-HSA-1280218","HLA-DRB5","Adaptive Immune System"
"8210","R-HSA-1280218","MAP3K7","Adaptive Immune System"
"8211","R-HSA-1280218","BTNL8","Adaptive Immune System"
"8212","R-HSA-1280218","UBOX5","Adaptive Immune System"
"8213","R-HSA-1280218","LAG3","Adaptive Immune System"
"8214","R-HSA-1280218","RPS27A","Adaptive Immune System"
"8215","R-HSA-1280218","SH3KBP1","Adaptive Immune System"
"8216","R-HSA-1280218","CD209","Adaptive Immune System"
"8217","R-HSA-1280218","ANAPC10","Adaptive Immune System"
"8218","R-HSA-1280218","RAP1A","Adaptive Immune System"
"8219","R-HSA-1280218","DNM2","Adaptive Immune System"
"8220","R-HSA-1280218","ELOB","Adaptive Immune System"
"8221","R-HSA-1280218","NCR1","Adaptive Immune System"
"8222","R-HSA-1280218","BTLA","Adaptive Immune System"
"8223","R-HSA-1280218","FGB","Adaptive Immune System"
"8224","R-HSA-1280218","PPL","Adaptive Immune System"
"8225","R-HSA-1280218","CD300LF","Adaptive Immune System"
"8226","R-HSA-1280218","LRRC41","Adaptive Immune System"
"8227","R-HSA-1280218","PSMB11","Adaptive Immune System"
"8228","R-HSA-1280218","ASB3","Adaptive Immune System"
"8229","R-HSA-1280218","VAMP8","Adaptive Immune System"
"8230","R-HSA-1280218","ITPR1","Adaptive Immune System"
"8231","R-HSA-1280218","CTSS","Adaptive Immune System"
"8232","R-HSA-1280218","PSME1","Adaptive Immune System"
"8233","R-HSA-1280218","HLA-G","Adaptive Immune System"
"8234","R-HSA-1280218","UBE2H","Adaptive Immune System"
"8235","R-HSA-1280218","PSMC2","Adaptive Immune System"
"8236","R-HSA-1280218","RPS27A","Adaptive Immune System"
"8237","R-HSA-1280218","RLIM","Adaptive Immune System"
"8238","R-HSA-1280218","MRC2","Adaptive Immune System"
"8239","R-HSA-1280218","HLA-DPA1","Adaptive Immune System"
"8240","R-HSA-1280218","UBE2J2","Adaptive Immune System"
"8241","R-HSA-1280218","TREML1","Adaptive Immune System"
"8242","R-HSA-1280218","CD28","Adaptive Immune System"
"8243","R-HSA-1280218","AP2B1","Adaptive Immune System"
"8244","R-HSA-1280218","LILRA5","Adaptive Immune System"
"8245","R-HSA-1280218","HERC6","Adaptive Immune System"
"8246","R-HSA-1280218","DCTN1","Adaptive Immune System"
"8247","R-HSA-1280218","LAT","Adaptive Immune System"
"8248","R-HSA-1280218","CD19","Adaptive Immune System"
"8249","R-HSA-1280218","UBE2Z","Adaptive Immune System"
"8250","R-HSA-1280218","RAPGEF4","Adaptive Immune System"
"8251","R-HSA-1280218","BTN3A1","Adaptive Immune System"
"8252","R-HSA-1280218","ITGAL","Adaptive Immune System"
