"","ID","gene","pathway_name"
"1","R-HSA-1059683","JAK1","Interleukin-6 signaling"
"2","R-HSA-1059683","STAT1","Interleukin-6 signaling"
"3","R-HSA-1059683","PTPN11","Interleukin-6 signaling"
"4","R-HSA-1059683","CBL","Interleukin-6 signaling"
"5","R-HSA-1059683","JAK1","Interleukin-6 signaling"
"6","R-HSA-1059683","SOCS3","Interleukin-6 signaling"
"7","R-HSA-1059683","JAK2","Interleukin-6 signaling"
"8","R-HSA-1059683","TYK2","Interleukin-6 signaling"
"9","R-HSA-1059683","TYK2","Interleukin-6 signaling"
"10","R-HSA-1059683","JAK2","Interleukin-6 signaling"
"11","R-HSA-1059683","STAT3","Interleukin-6 signaling"
"12","R-HSA-1059683","IL6ST","Interleukin-6 signaling"
"13","R-HSA-1059683","IL6","Interleukin-6 signaling"
"14","R-HSA-1059683","IL6ST","Interleukin-6 signaling"
"15","R-HSA-1059683","IL6R","Interleukin-6 signaling"
"3828","R-HSA-1168372","PSMF1","Downstream signaling events of B Cell Receptor (BCR)"
"3829","R-HSA-1168372","PSMC2","Downstream signaling events of B Cell Receptor (BCR)"
"3830","R-HSA-1168372","PSMD12","Downstream signaling events of B Cell Receptor (BCR)"
"3831","R-HSA-1168372","FBXW11","Downstream signaling events of B Cell Receptor (BCR)"
"3832","R-HSA-1168372","RASGRP1","Downstream signaling events of B Cell Receptor (BCR)"
"3833","R-HSA-1168372","CALM2","Downstream signaling events of B Cell Receptor (BCR)"
"3834","R-HSA-1168372","RASGRP3","Downstream signaling events of B Cell Receptor (BCR)"
"3835","R-HSA-1168372","PPP3CA","Downstream signaling events of B Cell Receptor (BCR)"
"3836","R-HSA-1168372","PSMD3","Downstream signaling events of B Cell Receptor (BCR)"
"3837","R-HSA-1168372","RASGRP3","Downstream signaling events of B Cell Receptor (BCR)"
"3838","R-HSA-1168372","CALM3","Downstream signaling events of B Cell Receptor (BCR)"
"3839","R-HSA-1168372","FKBP1A","Downstream signaling events of B Cell Receptor (BCR)"
"3840","R-HSA-1168372","PSMB2","Downstream signaling events of B Cell Receptor (BCR)"
"3841","R-HSA-1168372","NFATC2","Downstream signaling events of B Cell Receptor (BCR)"
"3842","R-HSA-1168372","PSMC1","Downstream signaling events of B Cell Receptor (BCR)"
"3843","R-HSA-1168372","PSMB1","Downstream signaling events of B Cell Receptor (BCR)"
"3844","R-HSA-1168372","RASGRP1","Downstream signaling events of B Cell Receptor (BCR)"
"3845","R-HSA-1168372","MALT1","Downstream signaling events of B Cell Receptor (BCR)"
"3846","R-HSA-1168372","CHUK","Downstream signaling events of B Cell Receptor (BCR)"
"3847","R-HSA-1168372","PSME2","Downstream signaling events of B Cell Receptor (BCR)"
"3848","R-HSA-1168372","NFKB1","Downstream signaling events of B Cell Receptor (BCR)"
"3849","R-HSA-1168372","PPP3R1","Downstream signaling events of B Cell Receptor (BCR)"
"3850","R-HSA-1168372","RELA","Downstream signaling events of B Cell Receptor (BCR)"
"3851","R-HSA-1168372","PSMD6","Downstream signaling events of B Cell Receptor (BCR)"
"3852","R-HSA-1168372","PSMD5","Downstream signaling events of B Cell Receptor (BCR)"
"3853","R-HSA-1168372","RPS27A","Downstream signaling events of B Cell Receptor (BCR)"
"3854","R-HSA-1168372","PSMD14","Downstream signaling events of B Cell Receptor (BCR)"
"3855","R-HSA-1168372","PSMD4","Downstream signaling events of B Cell Receptor (BCR)"
"3856","R-HSA-1168372","PSMD7","Downstream signaling events of B Cell Receptor (BCR)"
"3857","R-HSA-1168372","PSMA8","Downstream signaling events of B Cell Receptor (BCR)"
"3858","R-HSA-1168372","PPP3CA","Downstream signaling events of B Cell Receptor (BCR)"
"3859","R-HSA-1168372","SKP1","Downstream signaling events of B Cell Receptor (BCR)"
"3860","R-HSA-1168372","PSMA5","Downstream signaling events of B Cell Receptor (BCR)"
"3861","R-HSA-1168372","PPIA","Downstream signaling events of B Cell Receptor (BCR)"
"3862","R-HSA-1168372","CALM3","Downstream signaling events of B Cell Receptor (BCR)"
"3863","R-HSA-1168372","UBC","Downstream signaling events of B Cell Receptor (BCR)"
"3864","R-HSA-1168372","PSME1","Downstream signaling events of B Cell Receptor (BCR)"
"3865","R-HSA-1168372","PSMD2","Downstream signaling events of B Cell Receptor (BCR)"
"3866","R-HSA-1168372","IKBKB","Downstream signaling events of B Cell Receptor (BCR)"
"3867","R-HSA-1168372","PSMD13","Downstream signaling events of B Cell Receptor (BCR)"
"3868","R-HSA-1168372","PSMC5","Downstream signaling events of B Cell Receptor (BCR)"
"3869","R-HSA-1168372","BTRC","Downstream signaling events of B Cell Receptor (BCR)"
"3870","R-HSA-1168372","PSMC4","Downstream signaling events of B Cell Receptor (BCR)"
"3871","R-HSA-1168372","PSMA7","Downstream signaling events of B Cell Receptor (BCR)"
"3872","R-HSA-1168372","PSMC3","Downstream signaling events of B Cell Receptor (BCR)"
"3873","R-HSA-1168372","UBA52","Downstream signaling events of B Cell Receptor (BCR)"
"3874","R-HSA-1168372","IKBKB","Downstream signaling events of B Cell Receptor (BCR)"
"3875","R-HSA-1168372","CALM1","Downstream signaling events of B Cell Receptor (BCR)"
"3876","R-HSA-1168372","SEM1","Downstream signaling events of B Cell Receptor (BCR)"
"3877","R-HSA-1168372","CHUK","Downstream signaling events of B Cell Receptor (BCR)"
"3878","R-HSA-1168372","MALT1","Downstream signaling events of B Cell Receptor (BCR)"
"3879","R-HSA-1168372","PSMB5","Downstream signaling events of B Cell Receptor (BCR)"
"3880","R-HSA-1168372","NFKBIA","Downstream signaling events of B Cell Receptor (BCR)"
"3881","R-HSA-1168372","NFATC3","Downstream signaling events of B Cell Receptor (BCR)"
"3882","R-HSA-1168372","IKBKG","Downstream signaling events of B Cell Receptor (BCR)"
"3883","R-HSA-1168372","PSMC6","Downstream signaling events of B Cell Receptor (BCR)"
"3884","R-HSA-1168372","NFATC1","Downstream signaling events of B Cell Receptor (BCR)"
"3885","R-HSA-1168372","UBB","Downstream signaling events of B Cell Receptor (BCR)"
"3886","R-HSA-1168372","PPP3CB","Downstream signaling events of B Cell Receptor (BCR)"
"3887","R-HSA-1168372","PSMB8","Downstream signaling events of B Cell Receptor (BCR)"
"3888","R-HSA-1168372","PSMD9","Downstream signaling events of B Cell Receptor (BCR)"
"3889","R-HSA-1168372","PSMD11","Downstream signaling events of B Cell Receptor (BCR)"
"3890","R-HSA-1168372","NFATC1","Downstream signaling events of B Cell Receptor (BCR)"
"3891","R-HSA-1168372","NRAS","Downstream signaling events of B Cell Receptor (BCR)"
"3892","R-HSA-1168372","PSMD10","Downstream signaling events of B Cell Receptor (BCR)"
"3893","R-HSA-1168372","PSMA3","Downstream signaling events of B Cell Receptor (BCR)"
"3894","R-HSA-1168372","REL","Downstream signaling events of B Cell Receptor (BCR)"
"3895","R-HSA-1168372","MAP3K7","Downstream signaling events of B Cell Receptor (BCR)"
"3896","R-HSA-1168372","PSMB11","Downstream signaling events of B Cell Receptor (BCR)"
"3897","R-HSA-1168372","PRKCB","Downstream signaling events of B Cell Receptor (BCR)"
"3898","R-HSA-1168372","NFKBIE","Downstream signaling events of B Cell Receptor (BCR)"
"3899","R-HSA-1168372","PSMB4","Downstream signaling events of B Cell Receptor (BCR)"
"3900","R-HSA-1168372","CARD11","Downstream signaling events of B Cell Receptor (BCR)"
"3901","R-HSA-1168372","HRAS","Downstream signaling events of B Cell Receptor (BCR)"
"3902","R-HSA-1168372","CARD11","Downstream signaling events of B Cell Receptor (BCR)"
"3903","R-HSA-1168372","KRAS","Downstream signaling events of B Cell Receptor (BCR)"
"3904","R-HSA-1168372","BCL10","Downstream signaling events of B Cell Receptor (BCR)"
"3905","R-HSA-1168372","NFATC3","Downstream signaling events of B Cell Receptor (BCR)"
"3906","R-HSA-1168372","PSME3","Downstream signaling events of B Cell Receptor (BCR)"
"3907","R-HSA-1168372","IKBKG","Downstream signaling events of B Cell Receptor (BCR)"
"3908","R-HSA-1168372","PSMD1","Downstream signaling events of B Cell Receptor (BCR)"
"3909","R-HSA-1168372","FKBP1A","Downstream signaling events of B Cell Receptor (BCR)"
"3910","R-HSA-1168372","PPP3R1","Downstream signaling events of B Cell Receptor (BCR)"
"3911","R-HSA-1168372","CUL1","Downstream signaling events of B Cell Receptor (BCR)"
"3912","R-HSA-1168372","PSMA4","Downstream signaling events of B Cell Receptor (BCR)"
"3913","R-HSA-1168372","PSMB7","Downstream signaling events of B Cell Receptor (BCR)"
"3914","R-HSA-1168372","PSME4","Downstream signaling events of B Cell Receptor (BCR)"
"3915","R-HSA-1168372","PSMB6","Downstream signaling events of B Cell Receptor (BCR)"
"3916","R-HSA-1168372","NFKBIB","Downstream signaling events of B Cell Receptor (BCR)"
"3917","R-HSA-1168372","PSMA1","Downstream signaling events of B Cell Receptor (BCR)"
"3918","R-HSA-1168372","BCL10","Downstream signaling events of B Cell Receptor (BCR)"
"3919","R-HSA-1168372","PSMB9","Downstream signaling events of B Cell Receptor (BCR)"
"3920","R-HSA-1168372","PSMA6","Downstream signaling events of B Cell Receptor (BCR)"
"3921","R-HSA-1168372","CALM2","Downstream signaling events of B Cell Receptor (BCR)"
"3922","R-HSA-1168372","PSMB3","Downstream signaling events of B Cell Receptor (BCR)"
"3923","R-HSA-1168372","NFATC2","Downstream signaling events of B Cell Receptor (BCR)"
"3924","R-HSA-1168372","PSMD8","Downstream signaling events of B Cell Receptor (BCR)"
"3925","R-HSA-1168372","PPP3CB","Downstream signaling events of B Cell Receptor (BCR)"
"3926","R-HSA-1168372","PSMA2","Downstream signaling events of B Cell Receptor (BCR)"
"3927","R-HSA-1168372","PSMB10","Downstream signaling events of B Cell Receptor (BCR)"
"3928","R-HSA-1168372","CALM1","Downstream signaling events of B Cell Receptor (BCR)"
"3929","R-HSA-1169091","PSMA8","Activation of NF-kappaB in B cells"
"3930","R-HSA-1169091","IKBKG","Activation of NF-kappaB in B cells"
"3931","R-HSA-1169091","PSMD8","Activation of NF-kappaB in B cells"
"3932","R-HSA-1169091","NFKBIE","Activation of NF-kappaB in B cells"
"3933","R-HSA-1169091","MALT1","Activation of NF-kappaB in B cells"
"3934","R-HSA-1169091","PSMA3","Activation of NF-kappaB in B cells"
"3935","R-HSA-1169091","PSMD14","Activation of NF-kappaB in B cells"
"3936","R-HSA-1169091","PSMD6","Activation of NF-kappaB in B cells"
"3937","R-HSA-1169091","PSMA7","Activation of NF-kappaB in B cells"
"3938","R-HSA-1169091","PRKCB","Activation of NF-kappaB in B cells"
"3939","R-HSA-1169091","PSMC4","Activation of NF-kappaB in B cells"
"3940","R-HSA-1169091","PSMD9","Activation of NF-kappaB in B cells"
"3941","R-HSA-1169091","UBA52","Activation of NF-kappaB in B cells"
"3942","R-HSA-1169091","PSMD4","Activation of NF-kappaB in B cells"
"3943","R-HSA-1169091","PSMF1","Activation of NF-kappaB in B cells"
"3944","R-HSA-1169091","MALT1","Activation of NF-kappaB in B cells"
"3945","R-HSA-1169091","BCL10","Activation of NF-kappaB in B cells"
"3946","R-HSA-1169091","PSMC1","Activation of NF-kappaB in B cells"
"3947","R-HSA-1169091","UBB","Activation of NF-kappaB in B cells"
"3948","R-HSA-1169091","REL","Activation of NF-kappaB in B cells"
"3949","R-HSA-1169091","RPS27A","Activation of NF-kappaB in B cells"
"3950","R-HSA-1169091","PSMC6","Activation of NF-kappaB in B cells"
"3951","R-HSA-1169091","SKP1","Activation of NF-kappaB in B cells"
"3952","R-HSA-1169091","PSMA2","Activation of NF-kappaB in B cells"
"3953","R-HSA-1169091","PSME2","Activation of NF-kappaB in B cells"
"3954","R-HSA-1169091","CARD11","Activation of NF-kappaB in B cells"
"3955","R-HSA-1169091","PSME3","Activation of NF-kappaB in B cells"
"3956","R-HSA-1169091","PSMB10","Activation of NF-kappaB in B cells"
"3957","R-HSA-1169091","PSMD12","Activation of NF-kappaB in B cells"
"3958","R-HSA-1169091","PSMD10","Activation of NF-kappaB in B cells"
"3959","R-HSA-1169091","MAP3K7","Activation of NF-kappaB in B cells"
"3960","R-HSA-1169091","CHUK","Activation of NF-kappaB in B cells"
"3961","R-HSA-1169091","PSMD5","Activation of NF-kappaB in B cells"
"3962","R-HSA-1169091","PSMB7","Activation of NF-kappaB in B cells"
"3963","R-HSA-1169091","IKBKB","Activation of NF-kappaB in B cells"
"3964","R-HSA-1169091","CUL1","Activation of NF-kappaB in B cells"
"3965","R-HSA-1169091","NFKBIB","Activation of NF-kappaB in B cells"
"3966","R-HSA-1169091","UBC","Activation of NF-kappaB in B cells"
"3967","R-HSA-1169091","BCL10","Activation of NF-kappaB in B cells"
"3968","R-HSA-1169091","PSMB11","Activation of NF-kappaB in B cells"
"3969","R-HSA-1169091","PSMB1","Activation of NF-kappaB in B cells"
"3970","R-HSA-1169091","PSME1","Activation of NF-kappaB in B cells"
"3971","R-HSA-1169091","CHUK","Activation of NF-kappaB in B cells"
"3972","R-HSA-1169091","PSMB9","Activation of NF-kappaB in B cells"
"3973","R-HSA-1169091","BTRC","Activation of NF-kappaB in B cells"
"3974","R-HSA-1169091","PSMB3","Activation of NF-kappaB in B cells"
"3975","R-HSA-1169091","PSMA6","Activation of NF-kappaB in B cells"
"3976","R-HSA-1169091","PSMD2","Activation of NF-kappaB in B cells"
"3977","R-HSA-1169091","PSME4","Activation of NF-kappaB in B cells"
"3978","R-HSA-1169091","PSMC5","Activation of NF-kappaB in B cells"
"3979","R-HSA-1169091","PSMC3","Activation of NF-kappaB in B cells"
"3980","R-HSA-1169091","CARD11","Activation of NF-kappaB in B cells"
"3981","R-HSA-1169091","PSMD1","Activation of NF-kappaB in B cells"
"3982","R-HSA-1169091","PSMB5","Activation of NF-kappaB in B cells"
"3983","R-HSA-1169091","PSMA5","Activation of NF-kappaB in B cells"
"3984","R-HSA-1169091","PSMB4","Activation of NF-kappaB in B cells"
"3985","R-HSA-1169091","PSMD11","Activation of NF-kappaB in B cells"
"3986","R-HSA-1169091","PSMD3","Activation of NF-kappaB in B cells"
"3987","R-HSA-1169091","PSMC2","Activation of NF-kappaB in B cells"
"3988","R-HSA-1169091","NFKBIA","Activation of NF-kappaB in B cells"
"3989","R-HSA-1169091","PSMA1","Activation of NF-kappaB in B cells"
"3990","R-HSA-1169091","PSMD13","Activation of NF-kappaB in B cells"
"3991","R-HSA-1169091","PSMB8","Activation of NF-kappaB in B cells"
"3992","R-HSA-1169091","PSMD7","Activation of NF-kappaB in B cells"
"3993","R-HSA-1169091","PSMB2","Activation of NF-kappaB in B cells"
"3994","R-HSA-1169091","SEM1","Activation of NF-kappaB in B cells"
"3995","R-HSA-1169091","NFKB1","Activation of NF-kappaB in B cells"
"3996","R-HSA-1169091","IKBKG","Activation of NF-kappaB in B cells"
"3997","R-HSA-1169091","PSMB6","Activation of NF-kappaB in B cells"
"3998","R-HSA-1169091","RELA","Activation of NF-kappaB in B cells"
"3999","R-HSA-1169091","IKBKB","Activation of NF-kappaB in B cells"
"4000","R-HSA-1169091","FBXW11","Activation of NF-kappaB in B cells"
"4001","R-HSA-1169091","PSMA4","Activation of NF-kappaB in B cells"
"4002","R-HSA-1169092","RASGRP3","Activation of RAS in B cells"
"4003","R-HSA-1169092","RASGRP1","Activation of RAS in B cells"
"4004","R-HSA-1169092","HRAS","Activation of RAS in B cells"
"4005","R-HSA-1169092","NRAS","Activation of RAS in B cells"
"4006","R-HSA-1169092","RASGRP3","Activation of RAS in B cells"
"4007","R-HSA-1169092","KRAS","Activation of RAS in B cells"
"4008","R-HSA-1169092","RASGRP1","Activation of RAS in B cells"
"4009","R-HSA-1169408","NUP210","ISG15 antiviral mechanism"
"4010","R-HSA-1169408","STAT1","ISG15 antiviral mechanism"
"4011","R-HSA-1169408","KPNA1","ISG15 antiviral mechanism"
"4012","R-HSA-1169408","NUP155","ISG15 antiviral mechanism"
"4013","R-HSA-1169408","NUP54","ISG15 antiviral mechanism"
"4014","R-HSA-1169408","MAPK3","ISG15 antiviral mechanism"
"4015","R-HSA-1169408","RAE1","ISG15 antiviral mechanism"
"4016","R-HSA-1169408","NUP205","ISG15 antiviral mechanism"
"4017","R-HSA-1169408","UBA52","ISG15 antiviral mechanism"
"4018","R-HSA-1169408","NUP50","ISG15 antiviral mechanism"
"4019","R-HSA-1169408","KPNA2","ISG15 antiviral mechanism"
"4020","R-HSA-1169408","NUP214","ISG15 antiviral mechanism"
"4021","R-HSA-1169408","EIF4G1","ISG15 antiviral mechanism"
"4022","R-HSA-1169408","NEDD4","ISG15 antiviral mechanism"
"4023","R-HSA-1169408","UBE2N","ISG15 antiviral mechanism"
"4024","R-HSA-1169408","ARIH1","ISG15 antiviral mechanism"
"4025","R-HSA-1169408","MX2","ISG15 antiviral mechanism"
"4026","R-HSA-1169408","NUP107","ISG15 antiviral mechanism"
"4027","R-HSA-1169408","NUP43","ISG15 antiviral mechanism"
"4028","R-HSA-1169408","NUP88","ISG15 antiviral mechanism"
"4029","R-HSA-1169408","SEH1L","ISG15 antiviral mechanism"
"4030","R-HSA-1169408","KPNA7","ISG15 antiviral mechanism"
"4031","R-HSA-1169408","UBA7","ISG15 antiviral mechanism"
"4032","R-HSA-1169408","NUP160","ISG15 antiviral mechanism"
"4033","R-HSA-1169408","EIF2AK2","ISG15 antiviral mechanism"
"4034","R-HSA-1169408","FLNB","ISG15 antiviral mechanism"
"4035","R-HSA-1169408","NUP58","ISG15 antiviral mechanism"
"4036","R-HSA-1169408","PLCG1","ISG15 antiviral mechanism"
"4037","R-HSA-1169408","EIF4G2","ISG15 antiviral mechanism"
"4038","R-HSA-1169408","KPNB1","ISG15 antiviral mechanism"
"4039","R-HSA-1169408","DDX58","ISG15 antiviral mechanism"
"4040","R-HSA-1169408","RANBP2","ISG15 antiviral mechanism"
"4041","R-HSA-1169408","TRIM25","ISG15 antiviral mechanism"
"4042","R-HSA-1169408","NDC1","ISG15 antiviral mechanism"
"4043","R-HSA-1169408","PIN1","ISG15 antiviral mechanism"
"4044","R-HSA-1169408","NUP188","ISG15 antiviral mechanism"
"4045","R-HSA-1169408","RPS27A","ISG15 antiviral mechanism"
"4046","R-HSA-1169408","EIF4A2","ISG15 antiviral mechanism"
"4047","R-HSA-1169408","JAK1","ISG15 antiviral mechanism"
"4048","R-HSA-1169408","SEC13","ISG15 antiviral mechanism"
"4049","R-HSA-1169408","POM121","ISG15 antiviral mechanism"
"4050","R-HSA-1169408","UBB","ISG15 antiviral mechanism"
"4051","R-HSA-1169408","UBE2L6","ISG15 antiviral mechanism"
"4052","R-HSA-1169408","USP18","ISG15 antiviral mechanism"
"4053","R-HSA-1169408","UBE2E1","ISG15 antiviral mechanism"
"4054","R-HSA-1169408","KPNA5","ISG15 antiviral mechanism"
"4055","R-HSA-1169408","AAAS","ISG15 antiviral mechanism"
"4056","R-HSA-1169408","EIF4E3","ISG15 antiviral mechanism"
"4057","R-HSA-1169408","NUP85","ISG15 antiviral mechanism"
"4058","R-HSA-1169408","TPR","ISG15 antiviral mechanism"
"4059","R-HSA-1169408","HERC5","ISG15 antiviral mechanism"
"4060","R-HSA-1169408","ISG15","ISG15 antiviral mechanism"
"4061","R-HSA-1169408","EIF4E2","ISG15 antiviral mechanism"
"4062","R-HSA-1169408","NUP42","ISG15 antiviral mechanism"
"4063","R-HSA-1169408","IRF3","ISG15 antiviral mechanism"
"4064","R-HSA-1169408","NUP62","ISG15 antiviral mechanism"
"4065","R-HSA-1169408","UBC","ISG15 antiviral mechanism"
"4066","R-HSA-1169408","MX1","ISG15 antiviral mechanism"
"4067","R-HSA-1169408","NUP133","ISG15 antiviral mechanism"
"4068","R-HSA-1169408","EIF4G3","ISG15 antiviral mechanism"
"4069","R-HSA-1169408","NUP153","ISG15 antiviral mechanism"
"4070","R-HSA-1169408","PPM1B","ISG15 antiviral mechanism"
"4071","R-HSA-1169408","KPNA3","ISG15 antiviral mechanism"
"4072","R-HSA-1169408","KPNA4","ISG15 antiviral mechanism"
"4073","R-HSA-1169408","NUP93","ISG15 antiviral mechanism"
"4074","R-HSA-1169408","NUP35","ISG15 antiviral mechanism"
"4075","R-HSA-1169408","EIF4E","ISG15 antiviral mechanism"
"4076","R-HSA-1169408","NUP98","ISG15 antiviral mechanism"
"4077","R-HSA-1169408","IFIT1","ISG15 antiviral mechanism"
"4078","R-HSA-1169408","EIF4A3","ISG15 antiviral mechanism"
"4079","R-HSA-1169408","EIF4A1","ISG15 antiviral mechanism"
"4080","R-HSA-1169408","NUP37","ISG15 antiviral mechanism"
"4081","R-HSA-1169410","SEH1L","Antiviral mechanism by IFN-stimulated genes"
"4082","R-HSA-1169410","TPR","Antiviral mechanism by IFN-stimulated genes"
"4083","R-HSA-1169410","MX1","Antiviral mechanism by IFN-stimulated genes"
"4084","R-HSA-1169410","NEDD4","Antiviral mechanism by IFN-stimulated genes"
"4085","R-HSA-1169410","NUP37","Antiviral mechanism by IFN-stimulated genes"
"4086","R-HSA-1169410","KPNB1","Antiviral mechanism by IFN-stimulated genes"
"4087","R-HSA-1169410","PDE12","Antiviral mechanism by IFN-stimulated genes"
"4088","R-HSA-1169410","KPNA5","Antiviral mechanism by IFN-stimulated genes"
"4089","R-HSA-1169410","TRIM25","Antiviral mechanism by IFN-stimulated genes"
"4090","R-HSA-1169410","HERC5","Antiviral mechanism by IFN-stimulated genes"
"4091","R-HSA-1169410","NUP160","Antiviral mechanism by IFN-stimulated genes"
"4092","R-HSA-1169410","UBE2E1","Antiviral mechanism by IFN-stimulated genes"
"4093","R-HSA-1169410","MX2","Antiviral mechanism by IFN-stimulated genes"
"4094","R-HSA-1169410","OAS1","Antiviral mechanism by IFN-stimulated genes"
"4095","R-HSA-1169410","KPNA2","Antiviral mechanism by IFN-stimulated genes"
"4096","R-HSA-1169410","NUP93","Antiviral mechanism by IFN-stimulated genes"
"4097","R-HSA-1169410","NUP43","Antiviral mechanism by IFN-stimulated genes"
"4098","R-HSA-1169410","PPM1B","Antiviral mechanism by IFN-stimulated genes"
"4099","R-HSA-1169410","KPNA4","Antiviral mechanism by IFN-stimulated genes"
"4100","R-HSA-1169410","PLCG1","Antiviral mechanism by IFN-stimulated genes"
"4101","R-HSA-1169410","NUP210","Antiviral mechanism by IFN-stimulated genes"
"4102","R-HSA-1169410","NUP62","Antiviral mechanism by IFN-stimulated genes"
"4103","R-HSA-1169410","STAT1","Antiviral mechanism by IFN-stimulated genes"
"4104","R-HSA-1169410","UBB","Antiviral mechanism by IFN-stimulated genes"
"4105","R-HSA-1169410","ISG15","Antiviral mechanism by IFN-stimulated genes"
"4106","R-HSA-1169410","OAS2","Antiviral mechanism by IFN-stimulated genes"
"4107","R-HSA-1169410","NUP98","Antiviral mechanism by IFN-stimulated genes"
"4108","R-HSA-1169410","SEC13","Antiviral mechanism by IFN-stimulated genes"
"4109","R-HSA-1169410","NUP54","Antiviral mechanism by IFN-stimulated genes"
"4110","R-HSA-1169410","NUP133","Antiviral mechanism by IFN-stimulated genes"
"4111","R-HSA-1169410","JAK1","Antiviral mechanism by IFN-stimulated genes"
"4112","R-HSA-1169410","NUP50","Antiviral mechanism by IFN-stimulated genes"
"4113","R-HSA-1169410","OASL","Antiviral mechanism by IFN-stimulated genes"
"4114","R-HSA-1169410","RAE1","Antiviral mechanism by IFN-stimulated genes"
"4115","R-HSA-1169410","AAAS","Antiviral mechanism by IFN-stimulated genes"
"4116","R-HSA-1169410","KPNA1","Antiviral mechanism by IFN-stimulated genes"
"4117","R-HSA-1169410","MAPK3","Antiviral mechanism by IFN-stimulated genes"
"4118","R-HSA-1169410","IRF3","Antiviral mechanism by IFN-stimulated genes"
"4119","R-HSA-1169410","USP18","Antiviral mechanism by IFN-stimulated genes"
"4120","R-HSA-1169410","EIF4G2","Antiviral mechanism by IFN-stimulated genes"
"4121","R-HSA-1169410","FLNA","Antiviral mechanism by IFN-stimulated genes"
"4122","R-HSA-1169410","KPNA7","Antiviral mechanism by IFN-stimulated genes"
"4123","R-HSA-1169410","EIF4E2","Antiviral mechanism by IFN-stimulated genes"
"4124","R-HSA-1169410","POM121","Antiviral mechanism by IFN-stimulated genes"
"4125","R-HSA-1169410","NUP42","Antiviral mechanism by IFN-stimulated genes"
"4126","R-HSA-1169410","NUP188","Antiviral mechanism by IFN-stimulated genes"
"4127","R-HSA-1169410","NUP153","Antiviral mechanism by IFN-stimulated genes"
"4128","R-HSA-1169410","RPS27A","Antiviral mechanism by IFN-stimulated genes"
"4129","R-HSA-1169410","NUP214","Antiviral mechanism by IFN-stimulated genes"
"4130","R-HSA-1169410","KPNA3","Antiviral mechanism by IFN-stimulated genes"
"4131","R-HSA-1169410","NUP205","Antiviral mechanism by IFN-stimulated genes"
"4132","R-HSA-1169410","EIF4A2","Antiviral mechanism by IFN-stimulated genes"
"4133","R-HSA-1169410","EIF4G3","Antiviral mechanism by IFN-stimulated genes"
"4134","R-HSA-1169410","UBE2N","Antiviral mechanism by IFN-stimulated genes"
"4135","R-HSA-1169410","UBA7","Antiviral mechanism by IFN-stimulated genes"
"4136","R-HSA-1169410","EIF4A3","Antiviral mechanism by IFN-stimulated genes"
"4137","R-HSA-1169410","EIF4E3","Antiviral mechanism by IFN-stimulated genes"
"4138","R-HSA-1169410","NUP85","Antiviral mechanism by IFN-stimulated genes"
"4139","R-HSA-1169410","FLNB","Antiviral mechanism by IFN-stimulated genes"
"4140","R-HSA-1169410","NUP58","Antiviral mechanism by IFN-stimulated genes"
"4141","R-HSA-1169410","IFIT1","Antiviral mechanism by IFN-stimulated genes"
"4142","R-HSA-1169410","EIF4E","Antiviral mechanism by IFN-stimulated genes"
"4143","R-HSA-1169410","PIN1","Antiviral mechanism by IFN-stimulated genes"
"4144","R-HSA-1169410","UBA52","Antiviral mechanism by IFN-stimulated genes"
"4145","R-HSA-1169410","RANBP2","Antiviral mechanism by IFN-stimulated genes"
"4146","R-HSA-1169410","OAS3","Antiviral mechanism by IFN-stimulated genes"
"4147","R-HSA-1169410","UBC","Antiviral mechanism by IFN-stimulated genes"
"4148","R-HSA-1169410","UBE2L6","Antiviral mechanism by IFN-stimulated genes"
"4149","R-HSA-1169410","NUP107","Antiviral mechanism by IFN-stimulated genes"
"4150","R-HSA-1169410","EIF2AK2","Antiviral mechanism by IFN-stimulated genes"
"4151","R-HSA-1169410","NUP88","Antiviral mechanism by IFN-stimulated genes"
"4152","R-HSA-1169410","DDX58","Antiviral mechanism by IFN-stimulated genes"
"4153","R-HSA-1169410","RNASEL","Antiviral mechanism by IFN-stimulated genes"
"4154","R-HSA-1169410","ABCE1","Antiviral mechanism by IFN-stimulated genes"
"4155","R-HSA-1169410","EIF4G1","Antiviral mechanism by IFN-stimulated genes"
"4156","R-HSA-1169410","NDC1","Antiviral mechanism by IFN-stimulated genes"
"4157","R-HSA-1169410","NUP155","Antiviral mechanism by IFN-stimulated genes"
"4158","R-HSA-1169410","EIF4A1","Antiviral mechanism by IFN-stimulated genes"
"4159","R-HSA-1169410","ARIH1","Antiviral mechanism by IFN-stimulated genes"
"4160","R-HSA-1169410","NUP35","Antiviral mechanism by IFN-stimulated genes"
"4161","R-HSA-1170546","GH1","Prolactin receptor signaling"
"4162","R-HSA-1170546","GH2","Prolactin receptor signaling"
"4163","R-HSA-1170546","SKP1","Prolactin receptor signaling"
"4164","R-HSA-1170546","SH2B1","Prolactin receptor signaling"
"4165","R-HSA-1170546","GH1","Prolactin receptor signaling"
"4166","R-HSA-1170546","JAK2","Prolactin receptor signaling"
"4167","R-HSA-1170546","STAT5A","Prolactin receptor signaling"
"4168","R-HSA-1170546","CUL1","Prolactin receptor signaling"
"4169","R-HSA-1170546","RBX1","Prolactin receptor signaling"
"4170","R-HSA-1170546","GH2","Prolactin receptor signaling"
"4171","R-HSA-1170546","PRL","Prolactin receptor signaling"
"4172","R-HSA-1170546","PRL","Prolactin receptor signaling"
